Seed_num,epsilon,SP_maj,SP_min,SPD,EO_maj,EO_min,EOD,CSP_X0_maj,CSP_X0_min,CSD_X0,CSP_X1_maj,CSP_X1_min,CSD_X1,CSP_X2_maj,CSP_X2_min,CSD_X2
9,0.3,0.4689831374552887,0.803915810083211,-0.3349326726279223,0.8629331008934409,1.0,-0.13706689910655911,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,0.3,0.4626494023904382,0.8051204819277108,-0.34247107953727257,0.8616052060737527,1.0,-0.13839479392624732,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,0.3,0.45791245791245794,0.8018582104625328,-0.34394575255007487,0.8491536318834368,1.0,-0.15084636811656316,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,0.3,0.4601743610065385,0.7939632545931758,-0.3337888935866373,0.8569283569283569,1.0,-0.1430716430716431,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,0.3,0.4748093135287033,0.8057991231566362,-0.33098980962793284,0.8634512325830653,1.0,-0.13654876741693467,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,0.3,0.46712976945535084,0.8003377371610212,-0.33320796770567035,0.8527131782945736,1.0,-0.1472868217054264,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,0.3,0.4637551101804766,0.8024270384113931,-0.33867192823091646,0.8565310492505354,1.0,-0.14346895074946464,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,0.3,0.46773551085441145,0.7995581442056637,-0.3318226333512523,0.856473594548552,1.0,-0.143526405451448,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,0.3,0.46976651366992617,0.8009621166566446,-0.33119560298671846,0.8616953473550032,1.0,-0.1383046526449968,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,0.3,0.468,0.7987,-0.33069999999999994,0.867700926524456,1.0,-0.13229907347554404,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,0.3,0.46716921245784565,0.8042952208106473,-0.33712600835280165,0.8576603451949713,1.0,-0.14233965480502875,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0,0.2,0.4660426209918343,0.799959831291424,-0.3339172102995897,0.8501275510204082,1.0,-0.14987244897959184,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.2,0.4660940776989913,0.8010413537598878,-0.3349472760608965,0.8571122536418166,1.0,-0.14288774635818335,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,0.2,0.46693926398723445,0.799558808783716,-0.33261954479648154,0.8572651401669164,1.0,-0.14273485983308365,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3,0.2,0.4686754176610978,0.8018905872888173,-0.3332151696277195,0.8602675727330643,1.0,-0.1397324272669357,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,0.2,0.4696408922676803,0.7983604918524443,-0.328719599584764,0.8589716236398549,1.0,-0.1410283763601451,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
5,0.2,0.4671098323246354,0.7982058260256023,-0.33109599370096693,0.8598091198303287,1.0,-0.1401908801696713,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6,0.2,0.46763381690845424,0.8007996001999,-0.3331657832914458,0.8614136237454623,1.0,-0.13858637625453774,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
7,0.2,0.4692423482187657,0.7968111609367214,-0.32756881271795574,0.8613076098606646,1.0,-0.13869239013933543,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
8,0.2,0.4648718975180144,0.7963629096722622,-0.3314910121542478,0.8546971966616734,1.0,-0.14530280333832657,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9,0.2,0.4689831374552887,0.803915810083211,-0.3349326726279223,0.8629331008934409,1.0,-0.13706689910655911,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,0.2,0.4626494023904382,0.8051204819277108,-0.34247107953727257,0.8616052060737527,1.0,-0.13839479392624732,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,0.2,0.45791245791245794,0.8018582104625328,-0.34394575255007487,0.8491536318834368,1.0,-0.15084636811656316,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,0.2,0.4601743610065385,0.7939632545931758,-0.3337888935866373,0.8569283569283569,1.0,-0.1430716430716431,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,0.2,0.4748093135287033,0.8057991231566362,-0.33098980962793284,0.8634512325830653,1.0,-0.13654876741693467,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,0.2,0.46712976945535084,0.8003377371610212,-0.33320796770567035,0.8527131782945736,1.0,-0.1472868217054264,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,0.2,0.4637551101804766,0.8024270384113931,-0.33867192823091646,0.8565310492505354,1.0,-0.14346895074946464,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,0.2,0.46773551085441145,0.7995581442056637,-0.3318226333512523,0.856473594548552,1.0,-0.143526405451448,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,0.2,0.46976651366992617,0.8009621166566446,-0.33119560298671846,0.8616953473550032,1.0,-0.1383046526449968,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,0.2,0.468,0.7987,-0.33069999999999994,0.867700926524456,1.0,-0.13229907347554404,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,0.2,0.46716921245784565,0.8042952208106473,-0.33712600835280165,0.8576603451949713,1.0,-0.14233965480502875,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0,0.1,0.4660426209918343,0.799959831291424,-0.3339172102995897,0.8501275510204082,1.0,-0.14987244897959184,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.1,0.4660940776989913,0.8010413537598878,-0.3349472760608965,0.8571122536418166,1.0,-0.14288774635818335,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,0.1,0.46693926398723445,0.799558808783716,-0.33261954479648154,0.8572651401669164,1.0,-0.14273485983308365,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3,0.1,0.4686754176610978,0.8018905872888173,-0.3332151696277195,0.8602675727330643,1.0,-0.1397324272669357,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,0.1,0.4696408922676803,0.7983604918524443,-0.328719599584764,0.8589716236398549,1.0,-0.1410283763601451,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
5,0.1,0.4671098323246354,0.7982058260256023,-0.33109599370096693,0.8598091198303287,1.0,-0.1401908801696713,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6,0.1,0.46763381690845424,0.8007996001999,-0.3331657832914458,0.8614136237454623,1.0,-0.13858637625453774,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
7,0.1,0.4692423482187657,0.7968111609367214,-0.32756881271795574,0.8613076098606646,1.0,-0.13869239013933543,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
8,0.1,0.4648718975180144,0.7963629096722622,-0.3314910121542478,0.8546971966616734,1.0,-0.14530280333832657,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9,0.1,0.4689831374552887,0.803915810083211,-0.3349326726279223,0.8629331008934409,1.0,-0.13706689910655911,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,0.1,0.4626494023904382,0.8051204819277108,-0.34247107953727257,0.8616052060737527,1.0,-0.13839479392624732,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,0.1,0.45791245791245794,0.8018582104625328,-0.34394575255007487,0.8491536318834368,1.0,-0.15084636811656316,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,0.1,0.4601743610065385,0.7939632545931758,-0.3337888935866373,0.8569283569283569,1.0,-0.1430716430716431,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,0.1,0.4748093135287033,0.8057991231566362,-0.33098980962793284,0.8634512325830653,1.0,-0.13654876741693467,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,0.1,0.46712976945535084,0.8003377371610212,-0.33320796770567035,0.8527131782945736,1.0,-0.1472868217054264,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,0.1,0.4637551101804766,0.8024270384113931,-0.33867192823091646,0.8565310492505354,1.0,-0.14346895074946464,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,0.1,0.46773551085441145,0.7995581442056637,-0.3318226333512523,0.856473594548552,1.0,-0.143526405451448,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,0.1,0.46976651366992617,0.8009621166566446,-0.33119560298671846,0.8616953473550032,1.0,-0.1383046526449968,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,0.1,0.468,0.7987,-0.33069999999999994,0.867700926524456,1.0,-0.13229907347554404,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,0.1,0.46716921245784565,0.8042952208106473,-0.33712600835280165,0.8576603451949713,1.0,-0.14233965480502875,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
