default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,housing_for free,housing_own,housing_rent,present_emp_since_.. >= 7 years,present_emp_since_... < 1 year,present_emp_since_1 <= ... < 4 years,present_emp_since_4 <= ... < 7 years,present_emp_since_unemployed
1,3,6,1,2,1204,2,4,1,2,1,3,35,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,2,24,1,7,1925,1,2,1,2,2,2,26,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,3,18,1,4,433,1,3,0,0,4,2,22,1,1,0,1,0,1,0,0,1,0,0,0,0,1
1,1,6,0,2,666,0,3,0,2,4,2,39,1,2,1,1,1,1,0,1,0,0,0,0,1,0
1,2,12,1,7,2251,1,1,0,2,2,1,46,1,1,1,1,0,1,0,1,0,0,0,1,0,0
0,0,30,1,2,2150,1,4,0,1,2,3,24,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,24,0,7,4151,2,2,1,2,3,0,35,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,0,9,1,7,2030,4,2,1,2,1,1,24,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,0,60,0,4,7418,4,1,1,2,1,2,27,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,3,24,0,4,2684,1,4,1,2,2,2,35,1,2,1,1,0,1,0,1,0,0,0,1,0,0
0,1,12,1,4,2149,1,4,1,2,1,3,29,1,1,0,1,0,1,1,0,0,0,0,1,0,0
1,3,15,1,3,3812,2,1,0,2,4,1,23,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,3,11,0,4,1154,2,4,0,2,4,2,57,1,3,1,1,0,1,0,1,0,0,0,0,0,1
1,1,12,1,7,1657,1,2,1,2,2,2,27,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,1,24,1,4,1603,1,4,0,2,4,1,55,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,18,0,2,5302,1,2,1,2,4,3,36,1,3,0,1,1,1,1,0,0,1,0,0,0,0
1,3,12,0,0,2748,1,2,0,2,4,3,57,0,3,1,1,0,1,1,0,0,1,0,0,0,0
1,3,10,0,2,1231,1,3,1,2,4,2,32,1,2,1,2,0,0,0,1,0,1,0,0,0,0
0,0,15,1,4,802,1,4,1,2,3,1,37,1,1,0,2,0,1,0,1,0,1,0,0,0,0
1,3,36,0,1,6304,4,4,1,2,4,2,36,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,3,24,1,4,1533,1,4,0,2,3,1,38,2,1,0,1,1,1,0,1,0,0,1,0,0,0
0,1,14,1,2,8978,1,1,1,2,4,0,45,1,1,0,1,1,0,0,1,0,1,0,0,0,0
1,3,24,1,4,999,4,4,1,2,2,1,25,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,3,18,1,2,2662,4,4,1,2,3,0,32,1,1,0,1,0,0,0,1,0,0,0,0,1,0
1,3,12,0,7,1402,3,3,0,2,4,1,37,1,1,0,1,1,1,0,0,1,0,0,0,1,0
1,0,48,1,2,12169,4,4,1,0,4,3,36,1,1,0,1,1,1,1,0,0,0,0,0,0,1
0,0,48,1,4,3060,1,4,1,2,4,2,28,1,2,0,1,0,1,0,1,0,0,0,0,1,0
0,1,30,1,5,11998,1,1,1,2,1,3,34,1,1,1,1,1,1,0,1,0,0,1,0,0,0
1,3,9,1,4,2697,1,1,1,2,2,2,32,1,1,0,2,0,1,0,1,0,0,0,1,0,0
1,3,18,0,4,2404,1,2,0,2,2,1,26,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,1,12,1,7,1262,4,2,1,2,4,0,49,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,3,6,1,7,4611,1,1,0,2,4,0,32,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,3,24,1,4,1901,2,4,1,2,4,1,29,1,1,0,1,1,1,0,0,1,0,0,1,0,0
1,3,15,0,3,3368,0,3,1,2,4,3,23,1,2,0,1,1,1,0,0,1,1,0,0,0,0
1,3,12,1,7,1574,1,4,1,2,2,2,50,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,2,18,1,4,1445,4,4,1,2,4,1,49,0,1,1,1,0,1,0,1,0,0,0,0,1,0
1,3,15,0,7,1520,4,4,1,2,4,0,63,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,24,0,2,3878,2,4,1,2,2,1,37,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,1,47,1,2,10722,1,1,0,2,1,2,35,1,1,1,1,1,1,0,1,0,0,1,0,0,0
1,1,48,1,3,4788,1,4,1,2,3,0,26,1,1,0,2,0,1,0,1,0,0,0,0,1,0
1,0,48,0,6,7582,2,2,1,2,4,3,31,1,1,0,1,1,1,1,0,0,0,0,0,0,1
1,0,12,1,4,1092,1,4,0,1,4,2,49,1,2,0,1,1,1,0,1,0,0,0,1,0,0
0,1,24,0,4,1024,1,4,1,2,4,2,48,2,1,0,1,0,1,0,1,0,0,1,0,0,0
1,3,12,1,1,1076,1,2,1,2,2,2,26,1,1,0,1,1,0,0,1,0,0,0,1,0,0
0,0,36,1,3,9398,1,1,1,2,4,1,28,1,1,0,1,1,1,0,0,1,0,1,0,0,0
1,1,24,0,3,6419,1,2,0,2,4,3,44,1,2,0,2,1,1,1,0,0,1,0,0,0,0
1,2,42,0,3,4796,1,4,1,2,4,3,56,1,1,0,1,0,1,1,0,0,1,0,0,0,0
1,3,48,0,1,7629,4,4,1,2,2,1,46,0,2,0,2,0,1,0,1,0,1,0,0,0,0
0,0,48,1,7,9960,1,1,0,2,2,1,26,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,3,12,1,3,4675,4,1,0,2,4,1,20,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,3,10,1,2,1287,4,4,1,0,2,0,45,1,1,1,1,0,0,0,1,0,1,0,0,0,0
1,3,18,1,7,2515,1,3,1,2,4,2,43,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,0,21,0,7,2745,0,3,1,2,2,1,32,1,2,0,1,1,1,0,1,0,0,0,0,1,0
1,3,6,1,2,672,1,1,0,2,4,2,54,1,1,1,1,1,1,0,1,0,0,0,0,0,1
0,0,36,1,4,3804,1,4,0,2,1,1,42,1,1,0,1,1,1,0,1,0,0,0,1,0,0
0,2,24,0,2,1344,4,4,1,2,2,2,37,0,2,1,2,0,1,0,1,0,0,0,0,1,0
1,1,10,0,2,1038,1,4,1,0,3,0,49,1,2,0,1,1,1,0,1,0,0,0,0,1,0
0,3,48,0,2,10127,3,2,1,2,2,3,44,0,1,0,1,0,1,1,0,0,0,0,1,0,0
1,3,6,1,7,1543,0,4,1,2,2,2,33,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,30,1,3,4811,4,2,0,2,4,0,24,2,1,1,1,0,1,0,0,1,0,0,0,1,0
0,1,12,1,4,727,2,4,1,2,3,3,33,1,1,1,1,1,1,0,1,0,0,1,0,0,0
0,0,8,1,7,1237,1,3,0,2,4,2,24,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,9,1,2,276,1,4,1,2,4,2,22,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1,0,48,1,6,5381,4,3,1,2,4,3,40,0,1,1,1,1,1,1,0,0,0,0,0,0,1
1,3,24,1,7,5511,2,4,1,2,1,1,25,2,1,0,1,0,1,0,1,0,0,0,1,0,0
1,2,24,1,7,3749,1,2,0,2,4,1,26,1,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,12,1,2,685,1,2,1,2,3,1,25,0,1,1,1,0,1,0,1,0,0,0,0,1,0
1,2,4,1,2,1494,4,1,1,2,2,2,29,1,1,1,2,0,0,0,1,0,0,1,0,0,0
0,1,36,1,7,2746,1,4,1,2,4,1,31,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,12,1,7,708,1,2,1,1,3,0,38,1,1,1,2,0,1,0,1,0,0,0,1,0,0
1,0,24,1,7,4351,4,1,0,2,4,0,48,1,1,1,1,1,1,0,1,0,0,0,1,0,0
1,3,12,0,0,701,1,4,1,2,2,1,32,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,1,15,0,7,3643,1,1,0,2,4,0,27,1,2,1,1,0,1,0,1,0,1,0,0,0,0
0,0,30,0,2,4249,1,4,1,2,2,1,28,1,2,0,1,0,1,0,1,0,0,0,0,0,1
0,1,24,1,4,1938,1,4,1,2,3,0,32,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,24,1,3,2910,1,2,1,2,1,3,34,1,1,0,1,1,1,1,0,0,0,0,0,1,0
1,1,18,1,7,2659,0,4,1,2,2,1,28,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,18,0,2,1028,1,4,0,2,3,2,36,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,1,8,0,2,3398,1,1,1,2,4,2,39,1,2,1,1,0,0,0,1,0,0,0,0,1,0
1,3,12,0,7,5801,4,2,1,2,4,0,49,1,1,0,1,1,1,0,0,1,1,0,0,0,0
1,3,24,1,2,1525,0,4,0,2,3,1,34,1,1,0,2,1,1,0,1,0,0,0,0,1,0
1,2,36,1,4,4473,1,4,1,2,2,1,31,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,6,1,4,1068,1,4,1,2,4,1,28,1,1,0,2,0,1,0,1,0,1,0,0,0,0
1,1,24,0,3,6615,1,2,1,2,4,3,75,1,2,0,1,1,1,1,0,0,0,0,0,0,1
0,3,18,0,0,1864,2,4,0,2,2,2,30,1,2,0,1,0,1,0,1,0,0,0,1,0,0
0,0,60,1,2,7408,2,4,0,2,2,0,24,1,1,0,1,0,1,0,1,0,0,1,0,0,0
0,3,48,0,3,11590,2,2,0,2,4,1,24,0,2,1,1,0,1,0,0,1,0,0,1,0,0
0,1,24,1,7,4110,1,3,1,2,4,3,23,0,2,0,2,0,1,0,0,1,1,0,0,0,0
0,1,6,0,7,3384,1,1,1,2,4,2,44,1,1,0,1,1,1,0,0,1,0,0,1,0,0
1,0,13,1,4,2101,1,2,0,1,4,0,23,1,1,1,1,0,1,0,1,0,0,1,0,0,0
0,1,15,1,8,1275,4,4,0,2,2,1,24,1,1,0,1,0,1,0,0,1,0,0,1,0,0
1,1,24,1,7,4169,1,4,1,2,4,0,28,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,10,1,7,1521,1,4,1,2,2,1,31,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,0,24,0,0,5743,1,2,0,2,4,3,24,1,2,0,1,1,1,1,0,0,0,1,0,0,0
1,1,21,1,7,3599,1,1,0,2,4,1,26,1,1,1,1,0,1,0,0,1,0,0,0,1,0
1,0,18,1,4,3213,3,1,1,2,3,2,25,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0,18,1,1,4439,1,1,1,0,1,2,33,0,1,0,1,1,1,0,1,0,1,0,0,0,0
1,2,10,1,2,3949,1,1,1,1,1,0,37,1,1,1,2,0,1,0,1,0,0,1,0,0,0
1,3,15,0,4,1459,1,4,0,2,2,1,43,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,0,13,0,4,882,1,4,1,1,4,2,23,1,2,0,1,0,1,0,1,0,0,1,0,0,0
1,0,24,1,4,3758,3,1,0,2,4,3,23,1,1,1,1,0,1,0,0,1,0,0,0,0,1
1,3,6,0,1,1743,2,1,1,2,2,2,34,1,2,1,1,0,1,0,1,0,0,0,1,0,0
0,0,9,0,0,1136,0,4,1,2,3,3,32,1,2,0,2,0,1,1,0,0,1,0,0,0,0
1,3,9,1,8,1236,1,1,0,2,4,2,23,1,1,0,1,1,1,0,0,1,0,1,0,0,0
0,0,9,1,7,959,1,1,0,2,2,1,29,1,1,0,1,0,0,0,1,0,0,0,1,0,0
1,3,18,0,3,3229,4,2,1,2,4,3,38,1,1,0,1,1,1,0,1,0,0,0,0,0,1
0,1,12,1,4,6199,1,4,1,2,2,0,28,1,2,0,1,1,1,0,0,1,0,0,1,0,0
1,3,10,1,0,727,3,4,1,2,4,3,46,1,1,0,1,1,1,1,0,0,1,0,0,0,0
0,0,24,1,2,1246,1,4,1,2,2,2,23,2,1,1,1,0,1,0,1,0,0,1,0,0,0
1,3,12,0,4,2331,4,1,1,0,4,2,49,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,3,36,0,4,4463,1,4,1,2,2,1,26,1,2,0,1,1,1,0,1,0,0,0,1,0,0
1,3,12,1,4,776,1,4,1,2,2,2,28,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,30,1,7,2406,1,4,0,2,4,2,23,1,1,0,1,0,1,0,0,1,0,0,0,1,0
1,0,18,1,0,1239,4,4,1,2,4,3,61,1,1,0,1,0,1,1,0,0,0,0,1,0,0
1,2,12,1,4,3399,4,2,1,2,3,1,37,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,2,12,0,2,2247,1,2,0,2,2,1,36,2,2,0,1,1,1,0,1,0,0,0,1,0,0
1,3,6,1,7,1766,1,1,1,2,2,0,21,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,1,18,1,7,2473,1,4,1,2,1,1,25,1,1,1,1,0,1,0,1,0,0,0,0,0,1
1,3,12,1,1,1542,1,2,1,2,4,1,36,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,3,18,0,3,3850,1,3,1,2,1,1,27,1,2,0,1,0,1,0,1,0,0,0,0,1,0
1,1,18,1,7,3650,1,1,0,2,4,1,22,1,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1,36,1,7,3446,1,4,1,2,2,1,42,1,1,0,2,0,1,0,1,0,1,0,0,0,0
1,0,18,1,7,3001,1,2,0,2,4,2,40,1,1,0,1,0,1,0,0,1,0,0,0,1,0
1,3,36,1,2,3079,4,4,1,2,4,2,36,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,18,0,4,6070,1,3,1,2,4,1,33,1,2,0,1,1,1,0,1,0,1,0,0,0,0
1,3,10,0,7,2146,1,1,0,2,3,2,23,1,2,0,1,0,1,0,0,1,0,1,0,0,0
1,3,60,0,2,13756,4,2,1,2,4,3,63,0,1,0,1,1,1,1,0,0,1,0,0,0,0
0,0,60,1,6,14782,2,3,0,2,4,3,60,0,2,0,1,1,1,1,0,0,1,0,0,0,0
0,1,48,1,1,7685,1,2,0,1,4,1,37,1,1,0,1,0,1,0,0,1,0,0,0,1,0
1,3,18,0,4,2320,1,2,1,2,3,2,34,1,2,0,1,0,1,0,1,0,0,0,0,0,1
1,3,7,0,4,846,4,3,1,2,4,3,36,1,1,0,1,0,1,1,0,0,1,0,0,0,0
0,0,36,1,2,14318,1,4,1,2,2,3,57,1,1,0,1,1,1,1,0,0,1,0,0,0,0
1,3,6,0,2,362,2,4,0,2,4,1,52,1,2,1,1,0,1,0,1,0,0,0,1,0,0
1,1,20,1,7,2212,4,4,1,2,4,1,39,1,1,0,1,1,1,0,1,0,0,0,0,1,0
0,0,18,1,3,12976,1,3,0,2,4,3,38,1,1,0,1,1,1,1,0,0,0,0,0,0,1
1,3,22,1,2,1283,4,4,0,2,4,0,25,1,1,0,1,0,1,0,0,1,0,0,0,1,0
1,2,12,1,2,1330,1,4,1,2,1,2,26,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,3,30,0,1,4272,2,2,1,2,2,0,26,1,2,1,1,0,1,0,1,0,0,0,1,0,0
1,3,18,0,4,2238,1,2,0,2,1,1,25,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,18,1,4,1126,4,4,0,2,2,2,21,1,1,0,1,1,1,0,0,1,0,1,0,0,0
1,0,18,0,7,7374,1,4,1,2,4,0,40,2,2,0,1,1,1,0,1,0,0,0,0,0,1
1,0,15,0,1,2326,3,2,1,2,4,1,27,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,9,1,1,1449,1,3,0,2,2,1,27,1,2,0,1,0,1,0,1,0,0,0,0,1,0
1,3,18,1,2,1820,1,2,1,2,2,0,30,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,0,12,1,7,983,0,1,0,2,4,2,19,1,1,1,1,0,1,0,0,1,0,1,0,0,0
1,1,36,1,2,3249,1,2,1,2,4,3,39,0,1,0,2,1,1,1,0,0,0,0,0,1,0
1,1,6,0,4,1957,1,1,0,2,4,1,31,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1,3,9,0,7,2406,1,2,1,2,3,1,31,1,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,39,0,0,11760,2,2,1,2,3,3,32,1,1,0,1,1,1,0,0,1,0,0,0,1,0
1,1,12,1,7,2578,1,3,0,2,4,3,55,1,1,0,1,0,1,1,0,0,0,0,0,0,1
1,1,36,0,7,2348,1,3,1,2,2,0,46,1,2,0,1,1,1,0,1,0,0,0,1,0,0
0,0,12,1,2,1223,1,1,1,2,1,2,46,1,2,0,1,0,1,0,0,1,1,0,0,0,0
1,3,24,0,4,1516,0,4,0,2,1,2,43,1,2,1,1,0,1,0,1,0,0,0,1,0,0
1,3,18,1,4,1473,1,3,1,2,4,2,39,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,0,18,0,1,1887,4,4,1,2,4,2,28,0,2,0,1,0,1,0,1,0,0,0,1,0,0
0,3,24,0,1,8648,1,2,1,2,2,1,27,0,2,0,1,1,1,0,1,0,0,1,0,0,0
1,3,14,0,2,802,1,4,1,2,2,1,27,1,2,1,1,0,1,0,1,0,0,0,1,0,0
1,0,18,0,2,2899,4,4,1,2,4,1,43,1,1,0,2,0,1,0,1,0,1,0,0,0,0
0,0,24,1,4,2039,1,1,1,2,1,0,22,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,3,24,0,3,2197,4,4,1,2,4,1,43,1,2,0,2,1,1,0,1,0,0,0,0,1,0
1,1,15,1,4,1053,1,4,1,2,2,2,27,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,3,24,1,4,3235,3,3,1,2,2,1,26,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,2,12,0,2,939,3,4,1,2,2,2,28,1,3,0,1,1,1,0,1,0,0,0,0,1,0
1,0,24,1,4,1967,1,4,0,2,4,1,20,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,3,33,0,3,7253,1,3,1,2,2,1,35,1,2,0,1,1,1,0,1,0,0,0,0,1,0
0,3,12,0,1,2292,1,4,1,2,2,1,42,2,2,0,1,1,1,0,1,0,0,0,0,0,1
1,3,10,1,2,1597,3,3,1,2,2,3,40,1,1,1,2,0,0,0,0,1,0,0,1,0,0
0,1,24,1,2,1381,4,4,0,2,2,0,35,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,36,0,3,5842,1,2,1,2,2,0,35,1,2,0,2,1,1,0,1,0,1,0,0,0,0
0,1,12,1,2,2579,1,4,1,2,1,2,33,1,1,1,2,0,1,0,1,0,0,1,0,0,0
1,1,18,0,0,8471,4,1,0,2,2,1,23,1,2,0,1,1,1,0,0,1,0,0,1,0,0
1,3,21,1,2,2782,3,1,0,2,2,1,31,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,18,1,2,1042,4,4,0,2,2,0,33,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,15,1,2,3186,0,2,0,2,3,1,20,1,1,0,1,0,1,0,0,1,0,0,0,1,0
1,0,12,1,3,2028,4,4,1,2,2,1,30,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,12,0,2,958,1,2,1,2,3,2,47,1,2,1,2,0,1,0,1,0,0,0,0,1,0
1,3,21,0,7,1591,2,4,1,2,3,2,34,1,2,0,1,0,1,0,1,0,0,0,0,1,0
0,0,12,1,7,2762,4,1,0,2,2,0,25,0,1,0,1,1,1,0,1,0,1,0,0,0,0
1,0,18,1,3,2779,1,1,1,2,3,1,21,1,1,0,1,1,1,0,0,1,0,0,1,0,0
1,3,28,0,4,2743,1,4,1,2,2,1,29,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,3,18,0,4,1149,0,4,1,2,3,2,46,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,9,1,7,1313,1,1,1,2,4,1,20,1,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,18,0,5,1190,1,2,0,2,4,3,55,1,3,1,2,0,1,1,0,0,0,0,0,0,1
1,3,5,1,1,3448,1,1,1,2,4,2,74,1,1,1,1,0,1,0,1,0,0,0,0,1,0
0,0,24,1,6,11328,1,2,1,0,3,1,29,0,2,0,1,1,1,0,1,0,0,0,1,0,0
1,1,6,0,7,1872,1,4,1,2,4,3,36,1,3,0,1,1,1,1,0,0,0,0,0,0,1
1,3,24,0,5,2058,1,4,1,2,2,2,33,1,2,0,1,1,1,0,1,0,0,0,1,0,0
1,1,9,1,7,2136,1,3,1,2,2,2,25,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,12,1,4,1484,4,2,1,2,1,2,25,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,3,6,1,5,660,3,2,1,2,4,2,23,1,1,1,1,0,1,0,0,1,0,0,0,1,0
1,3,24,0,2,1287,0,4,0,2,4,2,37,1,2,0,1,1,1,0,1,0,1,0,0,0,0
1,1,42,0,5,3394,1,4,1,0,4,1,65,1,2,1,1,0,1,0,1,0,0,0,0,0,1
0,2,12,1,1,609,1,4,0,2,1,2,26,1,1,1,1,0,1,0,1,0,0,1,0,0,0
1,3,12,1,2,1884,1,4,1,2,4,1,39,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,1,12,1,7,1620,1,2,0,0,3,0,30,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,20,0,6,2629,1,2,1,2,3,1,29,0,2,0,1,1,1,0,1,0,0,0,1,0,0
0,3,12,1,0,719,1,4,1,2,4,1,41,0,1,1,2,0,1,0,1,0,1,0,0,0,0
0,0,48,0,7,5096,1,2,0,2,3,1,30,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,3,9,0,0,1244,4,4,0,2,4,0,41,1,2,1,1,0,1,0,0,1,1,0,0,0,0
0,1,36,1,2,1842,1,4,0,2,4,1,34,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,0,7,1,4,2576,1,2,1,1,2,2,35,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,2,12,1,7,1424,4,3,0,2,4,2,55,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,0,15,0,5,1512,0,3,1,2,3,0,61,2,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,36,0,3,11054,4,4,1,2,2,1,30,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,3,6,1,4,518,1,3,0,2,1,2,29,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,12,1,7,2759,1,2,1,2,4,0,34,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,3,24,1,3,2670,1,4,1,2,4,1,35,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,1,24,1,2,4817,1,2,1,0,3,0,31,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,3,24,1,3,2679,1,4,0,2,1,3,29,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,1,11,0,2,3905,1,2,1,2,2,2,36,1,2,0,2,0,1,0,0,1,0,0,1,0,0
0,1,12,1,3,3386,1,3,1,2,4,3,35,1,1,0,1,1,1,1,0,0,1,0,0,0,0
1,1,6,1,8,343,1,4,0,2,1,2,27,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,3,18,1,4,4594,1,3,1,2,2,1,32,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,1,36,1,7,3620,1,1,1,1,2,0,37,1,1,0,2,0,1,0,1,0,0,0,1,0,0
1,1,15,1,2,1721,1,2,1,2,3,2,36,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,12,1,7,3017,1,3,0,2,1,2,34,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0,12,1,9,754,4,4,1,2,4,0,38,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,3,18,1,1,1950,1,4,1,2,1,1,34,2,2,0,1,1,1,0,1,0,0,0,0,1,0
1,1,24,1,3,2924,1,3,1,1,4,3,63,0,1,0,2,1,1,0,1,0,0,0,1,0,0
0,1,24,0,4,1659,1,4,0,2,2,1,29,1,1,1,1,1,1,0,0,1,0,1,0,0,0
1,3,48,0,4,7238,4,3,1,2,3,1,32,0,2,0,2,0,1,0,1,0,1,0,0,0,0
1,3,33,0,1,2764,1,2,0,2,2,1,26,1,2,0,1,1,1,0,1,0,0,0,1,0,0
1,3,24,0,3,4679,1,3,1,2,3,1,35,1,2,1,1,1,1,0,1,0,0,0,0,1,0
0,0,24,1,4,3092,2,3,1,2,2,1,22,1,1,0,1,1,1,0,0,1,0,1,0,0,0
0,1,6,1,0,448,1,4,0,2,4,0,23,1,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,9,1,2,654,1,4,1,2,3,1,28,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,3,6,1,9,1238,4,4,1,2,4,0,36,1,1,0,2,1,1,0,1,0,0,0,0,0,1
0,0,18,0,4,1245,1,4,1,2,2,1,33,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,18,1,7,3114,1,1,0,2,4,0,26,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,3,39,1,3,2569,3,4,1,2,4,1,24,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,2,24,1,4,5152,1,4,1,2,2,1,25,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,12,1,1,1037,2,3,1,2,4,2,39,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1,1,15,0,7,1478,1,4,1,2,4,1,44,1,2,0,2,1,1,0,1,0,1,0,0,0,0
1,0,12,0,4,3573,1,1,0,2,1,2,23,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,0,24,1,2,1201,1,4,1,2,1,0,26,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,30,1,7,3622,0,4,0,2,4,0,57,1,2,0,1,1,1,0,0,1,1,0,0,0,0
1,3,15,0,7,960,0,3,0,2,2,0,30,1,2,0,1,0,1,0,1,0,0,0,0,1,0
1,3,12,0,2,1163,3,4,1,2,4,2,44,1,1,0,1,1,1,0,1,0,0,0,1,0,0
0,0,6,0,2,1209,1,4,1,2,4,0,47,1,1,0,1,1,1,0,1,0,0,0,0,0,1
1,3,12,1,4,3077,1,2,1,2,4,1,52,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,3,24,1,2,3757,1,4,0,0,4,3,62,1,1,0,1,1,1,1,0,0,1,0,0,0,0
1,3,10,1,2,1418,2,3,1,2,2,2,35,1,1,1,1,0,0,0,0,1,0,0,1,0,0
1,3,6,1,2,3518,1,2,1,1,3,0,26,1,1,0,1,0,1,0,0,1,0,0,1,0,0
1,3,12,0,4,1934,1,2,1,2,2,3,26,1,2,0,1,0,1,0,1,0,1,0,0,0,0
0,0,27,1,1,8318,1,2,0,2,4,3,42,1,2,0,1,1,1,1,0,0,1,0,0,0,0
1,3,6,0,4,1237,2,1,0,2,1,0,27,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,0,6,1,4,368,4,4,1,2,4,0,38,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,12,0,2,2122,1,3,1,2,2,2,39,1,2,1,2,0,0,0,0,1,0,0,1,0,0
0,1,24,1,7,2996,4,2,1,2,4,1,20,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,36,1,7,9034,2,4,1,0,1,3,29,1,1,0,1,1,1,0,0,1,0,1,0,0,0
1,3,24,0,7,1585,1,4,1,2,3,0,40,1,2,0,1,0,1,0,1,0,0,0,0,1,0
